PDB,label,DOCKQ,FNAT,IRMSD,LRMSD,CAPRI_quality,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,dMaSIF,PIsToN,GNN-DOVE,DeepRank-GNN
1CGI-cm-it0-2104,0,0.067,0.012,10.178,18.974,4,1CGI,-52.89363,-56.0786,-1.193,-6.772,0.53,-0.0243,3.92,0.521064,0.712083042,1.899217129,0.2905,0.039150661
1CGI-ranair-it0-1231,0,0.025,0,14.076,32.431,4,1CGI,-35.56984,-9.3271,9.145,8.658,-3.063,-0.0281,-7.09,0.306774,-0.262955904,1.758345127,0.1965,0.014673623
1CGI-ranair-it0-8126,0,0.012,0,19.162,47.896,4,1CGI,-27.17108,72.3545,1.321,2.722,-2.33,0.1122,16.49,0.187629,-2.278935432,1.954213142,0.2423,0.004086415
1CGI-cm-it0-6035,0,0.018,0,14.973,40.31,4,1CGI,-26.92727374,-66.0818,-0.155,2.23,-2.478,-0.0173,6.34,0.177464,-2.3748281,1.96123445,0.1055,0.005859168
1CGI-cm-it0-6329,0,0.014,0,17.602,44.464,4,1CGI,-45.6705,-96.7799,-1.163,9.847,-1.628,-0.1553,27.93,0.48298,-0.890787244,1.946909428,0.3449,0.013506611
1CGI-ranair-it0-82,0,0.031,0,12.099,29.347,4,1CGI,-8.70084,-27.2136,2.435,7.463,-2.434,-0.0236,11.95,0.183305,-0.287657171,1.925329566,0.2274,0.034255885
1CGI-ranair-it0-7454,0,0.018,0,14.806,39.771,4,1CGI,-39.35857,-67.4862,4.314,-6.967,-0.328,-0.0734,2.74,0.416267,-0.612993658,1.940564513,0.2758,0.008910351
1CGI-cm-it1-301,0,0.048,0,11.411,22.189,4,1CGI,-34.257932,-43.1387,-0.366,-3.99,-0.036,-0.0489,8.75,0.233594,0.249411672,0.543158531,0.2182,0.067020358
1CGI-cm-it0-1223,0,0.014,0,16.576,44.994,4,1CGI,-30.4648,-48.7373,-1.796,1.922,-0.483,-0.004,23.16,0.285045,-1.097526431,0.621359408,0.1079,0.007849218
1CGI-ranair-it0-2267,0,0.011,0,19.837,51.562,4,1CGI,-14.55968,-8.13555,-0.046,1.112,-2.885,0.0157,2.67,0.07268,-1.885161877,1.901903749,0.2274,0.001630753
1CGI-ranair-it0-9309,0,0.01,0,20.875,54.428,4,1CGI,-37.65279,-68.6855,-0.065,-9.236,-1.351,-0.0684,-13.11,0.271355,-1.259814501,1.700299501,0.2551,0.020134311
1CGI-ranair-it0-3434,0,0.014,0,15.71,45.533,4,1CGI,-39.5193,-45.8103,4.492,2.93,-4.154,0.043,1.39,0.399316,-2.444044352,1.955092907,0.3777,0.012523788
1CGI-ranair-it0-827,0,0.019,0,13.042,40.137,4,1CGI,-36.657913,-48.8974,-0.07,-7.766,0.7,-0.0873,-11.83,0.367652,-1.062090755,1.939347506,0.1685,0.000960848
1CGI-cm-it0-9182,0,0.039,0,12.28,25.322,4,1CGI,-27.25825,-45.7045,-1.005,-3.141,-2.451,-0.0236,15.69,0.258767,-0.541720867,1.877443552,0.3814,0.025656478
1CGI-ranair-it0-1153,0,0.012,0,17.529,49.206,4,1CGI,-17.354982,-26.7577,2.305,-1.065,-2.548,-0.0706,0.94,0.061316,-1.725347996,1.825120211,0.2274,0.034527127
1CGI-ranair-it0-2983,0,0.012,0,17.476,48.615,4,1CGI,-37.10482,-71.1245,-1.576,-10.132,2.337,-0.1229,-3.9,0.212563,-1.645574689,0.974899769,0.1842,0.011513892
1CGI-ranair-it1-104,0,0.01,0,18.054,54.329,4,1CGI,-52.09282,-120.991,-3.808,-16.305,-1.072,-0.0622,-14.87,0.458749,-1.214716554,1.518438816,0.3795,0.011021643
1CGI-ranair-it0-4456,0,0.029,0.024,13.737,36.256,4,1CGI,-21.89998,22.9724,10.392,0.089,-2.289,0.0781,11.95,0.116237,-1.250686646,1.805599213,0.2354,0.021846428
1CGI-cm-it0-140,0,0.021,0,13.904,36.781,4,1CGI,-43.94922,-57.1878,-0.447,-3.886,-3.024,-0.0199,4.78,0.381977,-0.740802765,1.873650312,0.1174,0.011651601
1CGI-cm-it0-6861,0,0.016,0,15.784,42.968,4,1CGI,-41.96048,-36.3774,-0.764,-2.476,-0.058,0.0326,8.37,0.257394,-1.204637051,1.914987206,0.2017,0.006806699
1CGI-ranair-it0-714,0,0.009,0,21.712,56.956,4,1CGI,-29.8054,-21.1088,-1.839,-2.008,-1.698,-0.0512,4.26,0.23483,-0.863633275,1.738185883,0.1963,0.00910606
1CGI-cm-it0-339,0,0.014,0,15.719,46.674,4,1CGI,-33.19498,-36.1023,-1.875,0.826,2.01,-0.0042,-0.98,0.195411,-1.833557248,1.954298019,0.2099,0.009887333
1CGI-ranair-it0-2544,0,0.05,0,11.16,21.779,4,1CGI,-29.47471,-1.77429,2.816,-1.795,-2.209,-0.0014,1.01,0.20928,0.417840391,1.773553371,0.1833,0.093270618
1CGI-cm-it0-6575,0,0.013,0,16.849,47.164,4,1CGI,-35.45964,-54.3049,-0.864,-1.998,0.102,-0.1644,4.98,0.294754,-0.935091317,1.96306777,0.3583,0.00791263
1CGI-ranair-it0-1462,0,0.01,0,19.877,52.205,4,1CGI,-26.44234,-39.0269,6.092,-0.119,-1.973,0.0976,0.19,0.249285,-1.159670234,1.959173322,0.2634,0.00688141
1CGI-cm-it0-5929,0,0.037,0,11.878,26.194,4,1CGI,-58.66006,-96.4601,-1.327,-10.892,1.543,-0.0737,-14.95,0.593231,-0.380340397,1.842365265,0.1302,0.054280853
1CGI-cm-it0-9607,0,0.014,0,16.995,44.903,4,1CGI,-40.430748,-73.7793,-2.077,-7.127,1.095,-0.0013,14.5,0.398948,-1.352536559,1.95271647,0.2114,0.008152895
1CGI-cm-it0-2740,0,0.012,0,17.934,48.501,4,1CGI,-41.34468,-59.4844,-2.135,6.412,-0.327,-0.0129,20.01,0.252092,-0.920705438,1.709567666,0.1328,0.009614587
1CGI-ranair-it0-5455,0,0.01,0,20.725,53.428,4,1CGI,-22.64731,16.0347,11.193,-3.86,-3.188,0.0737,-9.25,0.219295,-1.036936402,1.601493835,0.1198,0.082043466
1CGI-ranair-it0-5072,0,0.023,0,13.204,34.743,4,1CGI,-45.30968466,-66.1294,3.319,-4.883,-1.276,-0.0005,-0.09,0.295123,-0.122054413,1.935919404,0.1447,0.033021265
1CGI-cm-it0-3342,0,0.02,0,13.727,37.549,4,1CGI,-42.705992,-75.6315,-2.252,-1.573,0.088,-0.0263,17.43,0.452471,-2.313301802,1.823697805,0.1121,0.021516745
1CGI-ti5-it0-756,0,0.163,0.141,6.96,12.879,4,1CGI,-68.32226,-126.585,19.977,-18.134,5.213,-0.0735,-18.77,0.711898,1.960670233,1.355753422,0.1296,0.286485643
1CGI-ranair-it0-2882,0,0.017,0,15.133,41.114,4,1CGI,-20.40216,9.87853,3.842,8.422,-3.801,-0.1201,0.97,0.145828,-1.901143789,1.766517878,0.2274,0.008150878
1CGI-ti5-it0-187,0,0.179,0.106,5.884,11.057,4,1CGI,-66.76882,-114.452,10.505,-20.533,5.326,-0.0708,-27.62,0.674606,1.938655972,1.733408451,0.1626,0.318395742
1CGI-cm-it0-9476,0,0.034,0,11.699,27.902,4,1CGI,-36.35264,-83.7807,-0.673,-7.329,0.885,-0.1072,7.99,0.48388,-0.860632241,1.942981601,0.2946,0.012580634
1CGI-ranair-it0-2592,0,0.021,0,13.904,35.961,4,1CGI,-22.86797,-35.1375,4.756,-2.629,-0.681,-0.0307,0.01,0.283409,-0.097989798,0.877325177,0.1023,0.024497208
1CGI-cm-it0-7973,0,0.125,0,6.421,12.267,4,1CGI,-42.84165,-132.768,2.254,-4.165,2.397,-0.1605,-3.25,0.634861,0.180365056,1.954763293,0.4826,0.036229328
1CGI-ranair-it0-4877,0,0.014,0,15.047,46.868,4,1CGI,-41.10883,-38.0362,3.835,-9.655,3.058,-0.0952,-15.01,0.192023,-1.887516141,1.153245926,0.3058,0.044779711
1CGI-ranair-it0-4617,0,0.015,0,16.852,43.613,4,1CGI,-34.81654,-23.2146,0.948,4.513,-0.977,-0.0603,8.39,0.466414,-0.943134487,1.851331592,0.2395,0.009503462
1CGI-cm-it0-8047,0,0.026,0,13.078,32.59,4,1CGI,-32.94996,-24.9135,1.953,-0.663,-0.292,-0.0333,3.24,0.388323,-0.690534592,1.849224806,0.1073,0.007277523
1CGI-cm-it0-4722,0,0.049,0,10.21,22.404,4,1CGI,-42.72686,-66.728,-1.519,-3.783,0.768,-0.0833,-4.85,0.327889,-0.003377263,1.955588341,0.5837,0.039234459
1CGI-ti5-it0-503,0,0.182,0.106,5.697,10.991,4,1CGI,-85.95628,-119.89,17.069,-20.77,6.523,-0.1269,-33.52,0.922809,0.645542622,0.821231127,0.1475,0.389189033
1CGI-cm-it0-8900,0,0.019,0,13.847,39.305,4,1CGI,-42.843035,-62.9041,-0.889,-7.265,-0.64,-0.0353,11.94,0.430442,-0.582014263,1.951659918,0.4722,0.035581514
1CGI-ranair-it0-2576,0,0.024,0,13.987,33.682,4,1CGI,-33.98364,-28.5019,1.61,-5.387,-1.308,-0.0525,-5.65,0.070992,-1.084781051,1.691364169,0.2966,0.012445529
1CGI-ranair-it0-7445,0,0.026,0,12.585,32.703,4,1CGI,-14.93434,-5.32394,-0.603,1.643,1.587,-0.0229,5.51,0.15594,-0.232646868,1.941453695,0.2274,0.179329158
1CGI-ti5-it0-91,0,0.21,0.188,4.297,12.063,4,1CGI,-61.50078,-117.543,11.57,-7.008,4.483,-0.1624,-11.27,0.751717,0.706161916,1.62418592,0.1652,0.182650423
1CGI-cm-it0-5457,0,0.049,0.059,12.185,30.364,4,1CGI,-58.85544,-104.473,-2.884,-12.989,1.508,-0.1163,-19.78,0.625315,-0.46530664,1.682217836,0.3774,0.189290034
1CGI-cm-it0-2848,0,0.01,0,19.374,52.865,4,1CGI,-35.52406,-61.6366,-1.562,1.425,2.179,-0.0096,20.76,0.405087,-0.846020579,1.956577182,0.5528,0.011529005
1CGI-cm-it0-9937,0,0.065,0,9.832,18.669,4,1CGI,-46.4034,-81.8543,-1.284,-1.455,0.23,-0.1138,-10.15,0.565965,0.398829907,-0.005938888,0.2137,0.028103994
1CGI-ti5-it0-752,0,0.182,0.106,5.666,10.963,4,1CGI,-93.48558,-111.689,20.033,-21.193,7.266,-0.1588,-33.25,0.918257,0.718679249,1.136462212,0.1629,0.390660095
1CGI-cm-itw-366w,0,0.096,0,6.852,15.023,4,1CGI,-71.78849,-113.227,-2.698,-18.22,-0.468,-0.1846,-20,0.507416,0.694909632,1.353784919,0.4783,0.154172265
1CGI-ranair-it0-1252,0,0.012,0,18.465,48.437,4,1CGI,-36.91388,5.81933,10.301,1.018,-2.395,0.0172,-9.41,0.432641,-1.08270824,1.697545886,0.2951,0.045057946
1CGI-ti-it1-38,0,0.171,0.176,7.05,13.178,4,1CGI,-118.9944,-296.458,-4.471,-33.55,4.133,-0.1267,-64.11,1.229165,1.783916116,-0.045299768,0.3192,0.454974937
1CGI-ranair-it0-577,0,0.01,0,17.437,55.59,4,1CGI,-24.22379,-48.5028,-2.712,-7.805,3.346,-0.062,-11.52,0.248963,-0.302536845,1.868871331,0.2274,0.032690007
1CGI-cm-it0-6361,0,0.011,0,19.58,50.428,4,1CGI,-36.78452,-38.8527,-1.396,-5.867,-1.417,-0.0855,-11.15,0.31722,-0.211393788,1.198838472,0.2303,0.006283806
1CGI-cm-it0-9703,0,0.014,0,17.602,44.464,4,1CGI,-48.4168,-96.5286,-1.161,9.835,-1.629,-0.1576,27.93,0.483146,-0.848457277,1.95563817,0.3449,0.013517314
1CGI-cm-it0-6242,0,0.032,0,12.405,28.403,4,1CGI,-35.7394,-42.2418,-0.324,7.205,-1.731,0.0225,23.37,0.212757,-1.024441361,1.943663836,0.3858,0.013165781
1CGI-cm-it0-4282,0,0.015,0,16.425,42.727,4,1CGI,-39.05681,-55.4258,0.35,-0.512,-2.255,0.0713,7.87,0.191322,-0.914682746,1.944746494,0.2813,0.003763607
1CGI-ranair-it0-7923,0,0.014,0,17.96,44.643,4,1CGI,-38.7169,-1.92427,4.78,-0.861,-2.029,-0.0169,-2.98,0.215905,-1.841269851,1.93835628,0.2274,0.005527965
1CGI-ranair-it0-7352,0,0.01,0,18.318,56.287,4,1CGI,-35.62695,-74.8542,-1.455,-9.382,1.969,-0.0441,-12.99,0.193303,-0.763702929,1.652276516,0.138,0.007744006
1CGI-ranair-it0-1321,0,0.012,0,15.957,49.653,4,1CGI,-37.91190965,-68.8396,-2.535,-10.35,0.018,-0.0125,-9.59,0.277609,-0.50360173,1.814707994,0.3632,0.015409104
1CGI-cm-it0-8173,0,0.012,0,18.224,50.124,4,1CGI,-45.49084,-64.0222,-1.561,-5.986,-0.816,-0.0366,11.37,0.28541,-1.973514557,1.921922445,0.3922,0.007924357
1CGI-cm-it0-5461,0,0.01,0,19.633,52.428,4,1CGI,-35.40133,-94.9289,-0.968,-4.588,-0.144,-0.1794,-1.27,0.363056,-1.213851213,1.962982059,0.3712,0.015098672
1CGI-ranair-it0-496,0,0.044,0,10.957,23.695,4,1CGI,-19.99832,-2.02464,0.872,6.546,-1.283,-0.0073,6.86,0.248499,-0.765366912,1.943586469,0.1348,0.00537861
1CGI-ranair-it0-1568,0,0.019,0.012,14.678,43.816,4,1CGI,-25.11004,-18.8108,5.787,-1.228,2.505,-0.0718,7.61,0.182893,-0.366774857,1.920549035,0.2267,0.012100476
1CGI-cm-it0-6041,0,0.011,0,18.731,52.053,4,1CGI,-39.47345,-78.6733,-1.694,-3.91,0.246,-0.0576,11.07,0.345521,-1.182652116,1.827229857,0.1245,0.00922277
1CGI-ranair-it0-7174,0,0.079,0.059,10.61,19.498,4,1CGI,-39.134622,-70.5062,6.936,-4.642,-0.74,-0.0927,-17.16,0.424332,0.355340064,1.831715703,0.4566,0.022759482
1CGI-cm-it0-3622,0,0.014,0,16.962,45.332,4,1CGI,-50.3863,-106.465,-1.687,3.721,1.103,-0.1357,10.36,0.516568,-0.609376907,1.920123339,0.1389,0.009617337
1CGI-ranair-it0-6746,0,0.015,0,17.237,43.42,4,1CGI,-32.53372,-9.01803,2.585,0.895,-2.305,0.0479,11.32,0.267325,-0.840889812,1.934767127,0.2736,0.007608231
1CGI-cm-it0-3018,0,0.02,0,13.482,37.886,4,1CGI,-27.06,-37.5623,0.175,-0.739,-2.637,0.0148,11.17,0.424573,-2.710134029,1.562785506,0.1673,0.00995802
1CGI-ranair-it0-7411,0,0.014,0,16.211,45.993,4,1CGI,-19.8987,-49.7874,0.14,4.295,0.955,-0.0786,13.77,0.251556,-0.949418426,1.140866995,0.4703,0.00337354
1CGI-cm-it0-6515,0,0.024,0.012,14.721,37.39,4,1CGI,-31.97644,-85.7621,-1.333,9.865,0.531,0.0497,11.2,0.504916,-0.915143609,1.94824934,0.1804,0.017678469
1CGI-ranair-it0-7694,0,0.015,0,17.881,43.43,4,1CGI,-24.54133,-0.576106,4.601,9.349,-1.646,-0.1307,11.77,0.223067,-1.320611238,1.959174752,0.5099,0.006950735
1CGI-ranair-it0-7414,0,0.018,0,15.885,39.717,4,1CGI,-14.94892,-18.5003,0.598,1.179,-1.616,0.0398,-0.35,0.114122,-1.262721539,1.95936203,0.2274,0.00783325
1CGI-ranair-it0-3645,0,0.009,0,20.647,55.863,4,1CGI,-19.83469,-42.6244,-0.044,-2.92,-1.454,-0.069,-5.72,0.106677,-0.451944232,1.837733746,0.2389,0.005854673
1CGI-ti5-it1-383,0,0.177,0.176,6.98,12.679,4,1CGI,-111.1735,-227.922,-4.049,-32.592,1.471,-0.1675,-52.41,1.08113,2.208853722,0.001426697,0.143,0.664993209
1CGI-ti5-it0-842,0,0.03,0,10.131,31.189,4,1CGI,-48.99498,-99.2085,14.707,-12.333,-0.397,0.0245,-15.39,0.518557,0.380709201,1.871655941,0.3888,0.091299239
1CGI-cm-it0-1747,0,0.017,0,15.886,41.209,4,1CGI,-39.21978,-103.304,-0.587,2.979,0.585,-0.0617,10,0.384585,-2.46967411,1.962955952,0.3925,0.005904651
1CGI-ranair-it0-6827,0,0.011,0,19.476,51.251,4,1CGI,-13.555913,-7.21921,3.981,-0.984,-3.049,-0.0169,7.78,-0.088589,-1.047896981,1.930987239,0.2274,0.007161697
1CGI-ranair-it0-6432,0,0.01,0,20.411,52.373,4,1CGI,-12.71201,-27.7746,9.23,4.456,-2.948,-0.0191,16.08,0.161338,-0.517912686,1.882813931,0.4966,0.004305661
1CGI-ranair-it0-2096,0,0.016,0,17.441,40.891,4,1CGI,-29.2631,4.19215,0.624,3.66,-4.105,0.0078,2.76,0.142623,-0.499102563,1.93685317,0.3748,0.032072313
1CGI-cm-it0-8697,0,0.084,0.012,7.874,16.675,4,1CGI,-50.363868,-83.0159,-1.723,-12.186,0.286,-0.1215,5.37,0.548473,0.401392549,1.440002441,0.1168,0.014418123
1CGI-cm-it1-311,0,0.054,0,10.829,20.906,4,1CGI,-57.62835,-102.179,-2.049,-8.354,0.874,-0.2011,-0.38,0.561809,0.648090541,-0.045005918,0.2646,0.084498158
1CGI-ranair-it0-9592,0,0.015,0,15.224,44.328,4,1CGI,-32.9647,-46.1603,7.65,-12.098,0.859,0.0316,-12.41,0.367561,0.596602738,1.421470642,0.1656,0.062883783
1CGI-cm-it0-5710,0,0.097,0,7.266,14.766,4,1CGI,-36.77771,-64.2884,-1.608,0.533,-1.424,-0.0303,-8.09,0.433269,0.436335593,1.598867059,0.2233,0.032222859
1CGI-cm-it0-4868,0,0.076,0.012,8,18.072,4,1CGI,-44.84131,-73.677,-2.1,-12.319,-0.664,-0.0872,6.85,0.45585,0.363963127,1.795049548,0.1263,0.045675393
1CGI-ti-it0-315,0,0.179,0.106,5.886,11.053,4,1CGI,-61.4847,-117.362,11.5,-20.37,5.326,-0.082,-27.56,0.675329,1.604482293,1.675714612,0.1509,0.322458968
1CGI-cm-it0-1660,0,0.062,0,9.537,19.289,4,1CGI,-29.76013,-60.3042,-0.15,-1.252,-0.154,-0.046,5.03,0.401643,0.134227529,1.958177447,0.3983,0.017200078
1CGI-ranair-it0-5066,0,0.009,0,21.649,55.277,4,1CGI,-24.72922,1.03586,4.995,7.66,-2.566,-0.0339,3.31,0.221399,-0.606994271,1.875693083,0.2887,0.026340254
1CGI-cm-it0-8315,0,0.014,0,18.242,45.153,4,1CGI,-31.58488,14.248,-0.661,3.998,-3.117,-0.0359,10.19,0.097513,-1.129981756,1.79373157,0.2211,0.020112482
1CGI-ranair-it0-6012,0,0.013,0,17.008,46.95,4,1CGI,-23.177435,-45.7414,0.767,-2.473,-1.114,-0.0286,3.65,0.322787,-0.903930902,1.621255994,0.2401,0.011095551
1CGI-ranair-it0-6595,0,0.028,0,13.938,30.268,4,1CGI,-41.07116,10.0664,1.237,-3.921,-1.644,-0.1873,-1.31,0.437316,-0.524127364,1.536165476,0.2546,0.081370019
1CGI-cm-it0-7912,0,0.019,0,16.383,37.934,4,1CGI,-26.461063,-37.8109,-0.633,5.168,-0.522,0.0289,29.14,0.202941,-1.019527912,1.948412776,0.1352,0.011312485
1CGI-ranair-it0-5208,0,0.036,0.024,13.283,30.39,4,1CGI,-33.98278,-69.4107,4.719,-0.769,-1.453,-0.0435,4.66,0.330459,-0.215954393,0.827393889,0.1006,0.046829574
1CGI-ranair-it1-64,0,0.033,0,12.709,27.953,4,1CGI,-24.22132,-49.5193,-1.164,-3.859,2.019,-0.0753,9.7,0.138134,-0.304341078,0.595576406,0.1126,0.027065335
1CGI-cm-it0-6180,0,0.018,0,14.925,39.067,4,1CGI,-36.80016,-32.6582,-0.712,-3.634,-1.878,-0.0388,13.74,0.159373,-0.522427678,1.927376032,0.2745,0.005333319
1CGI-ranair-it0-7217,0,0.011,0,18.598,50.769,4,1CGI,-20.88796,-30.6068,1.676,4.683,0.399,0.0357,4.98,0.120203,-2.232233047,1.957677841,0.2274,0.008656608
1CGI-cm-it0-4958,0,0.011,0,19.747,52.114,4,1CGI,-25.56168,-16.2991,-0.813,6.418,-1.719,-0.1354,12.91,0.081682,-0.676109672,1.3179311,0.2336,0.002622178
1CGI-cm-it0-1337,0,0.022,0,12.789,36.347,4,1CGI,-23.60988,-80.1764,0.022,2.215,-2.023,-0.081,33.28,0.305967,-2.742093801,1.945218682,0.1394,0.006066838
1CGI-cm-it0-6652,0,0.013,0,18.314,47.198,4,1CGI,-47.6457,-69.0377,-1.363,-2.106,-0.947,-0.0862,4.22,0.342545,-0.796145022,1.961248755,0.1264,0.009711994
1CGI-ranair-it0-9573,0,0.028,0,13.055,30.997,4,1CGI,-30.917379,-44.1309,6.313,-5.638,-5.629,-0.0582,-2.6,0.441791,-0.974427521,1.671833396,0.2283,0.021159723
1CGI-ranair-it0-7401,0,0.017,0,16.364,40.769,4,1CGI,-18.71773,-19.0441,2.274,1.364,-2.103,-0.0197,11.59,0.242973,-1.254968047,1.517937899,0.2375,0.026296216
1CGI-cm-it0-8240,0,0.01,0,20.426,52.113,4,1CGI,-24.12296,-15.3891,-0.744,5.967,-2.609,-0.0441,16.95,0.161836,-0.904684722,1.956735253,0.2575,0.007367144
1CGI-ranair-it0-4698,0,0.099,0.012,6.321,15.419,4,1CGI,-50.2647,-127.442,-1.395,-8.747,2.92,-0.0614,-9.38,0.599377,0.93166703,1.674542069,0.3409,0.256285162
1CGI-ranair-it1-10,0,0.152,0.047,5.368,11.906,4,1CGI,-55.472502,-131.343,-2.921,-25.171,3.814,-0.11,-12.66,0.573791,1.839803219,1.780168176,0.2664,0.301678577
1CGI-ranair-it0-373,0,0.032,0,13.402,28.359,4,1CGI,-22.186,26.3314,0.157,-7.264,-4.118,-0.0619,-1.26,0.302993,-0.902618289,1.77391696,0.2414,0.017847782
1CGI-cm-it0-6737,0,0.011,0,18.543,51.636,4,1CGI,-46.61819,-67.9871,-0.935,-8.196,1.611,-0.0982,7.13,0.521973,-0.659843981,1.920823455,0.1414,0.013804033
1CGI-ti5-it1-388,0,0.202,0.188,6.174,11.293,4,1CGI,-104.45338,-248.204,-5.421,-26.119,3.328,-0.0393,-73.28,1.21723,2.026859283,-1.065674305,0.1212,0.647556364
1CGI-ranair-it0-6251,0,0.02,0,14.439,37.544,4,1CGI,-24.02156,-34.0456,0.003,-0.566,-1.891,-0.0572,0.45,0.261901,-0.936933875,1.857497692,0.1306,0.008436329
1CGI-cm-it0-1846,0,0.013,0,17.873,46.026,4,1CGI,-26.8554,-12.1807,-0.479,6.184,-4.191,-0.0239,15.41,0.032901,-0.850725472,1.825986266,0.132,0.007637987
1CGI-cm-it0-9739,0,0.01,0,19.97,52.644,4,1CGI,-38.445,-68.5848,-1.141,7.177,0.501,-0.0976,8.7,0.396497,-0.693748534,1.959218979,0.1977,0.020226051
1CGI-cm-it0-6413,0,0.009,0,20.761,55.275,4,1CGI,-28.09168,-47.8046,2.441,1.435,-2.74,-0.0346,9.58,0.140469,-0.60385859,1.925941944,0.2115,0.01169646
1CGI-ranair-it0-4695,0,0.012,0,19.026,47.666,4,1CGI,-27.18652,37.1664,2.959,0.279,-2.18,0.0854,15.87,0.201,-2.386606693,1.955734491,0.2542,0.008331392
1CGI-ranair-it0-7973,0,0.012,0,16.248,49.383,4,1CGI,-42.767656,-78.9927,5.303,0.315,2.591,-0.1366,-11.8,0.374759,0.496348023,0.863029718,0.3519,0.015938604
1CGI-cm-it0-5777,0,0.013,0,17.128,46.436,4,1CGI,-40.03346,-52.7372,-0.402,-8.464,-1.464,-0.0587,9.03,0.159177,-0.624487281,1.930729151,0.4852,0.008370987
1CGI-cm-it0-188,0,0.011,0,19.473,50.579,4,1CGI,-34.49887,-31.7174,-0.757,6.436,-2.014,0.0433,10.98,0.187269,-0.884143174,0.390921235,0.2767,0.00822185
1CGI-cm-it0-3865,0,0.01,0,19.912,54.228,4,1CGI,-27.0979,-7.21422,-0.772,-6.601,-3.627,-0.0246,4.53,0.077673,-1.564631462,1.743399978,0.2626,0.017116648
1CGI-ranair-it0-7714,0,0.015,0,15.168,45.173,4,1CGI,-30.6572,-47.4162,5.257,1.215,0.965,0.0703,-0.46,0.137476,-2.002199173,1.377756119,0.4061,0.011238118
1CGI-cm-it0-310,0,0.013,0,18.428,47.444,4,1CGI,-28.7284,-23.3793,-0.611,12.056,-3.63,-0.1015,15.57,0.292506,-0.783740282,1.94863832,0.1112,0.008975872
1CGI-cm-it0-282,0,0.012,0,17.959,48.684,4,1CGI,-33.17518,-59.8014,-0.971,-6.533,-1.61,-0.0543,4.37,0.332016,-1.950080752,1.725330472,0.3694,0.01428658
1CGI-ranair-it0-2727,0,0.01,0,19.936,53.215,4,1CGI,-32.35129,-50.2729,2.027,-0.495,0.803,0.0085,5.01,0.245713,-1.049259901,1.881196499,0.182,0.013716656
1CGI-cm-it0-8543,0,0.02,0,13.482,37.886,4,1CGI,-32.084,-37.5774,0.178,-0.748,-2.637,0.0148,11.17,0.424541,-2.685937405,1.850244999,0.1673,0.009956117
1CGI-ti-it1-81,0,0.171,0.176,7.1,13.163,4,1CGI,-123.503,-310.493,-1.939,-33.793,2.572,-0.069,-75.93,1.35576,1.952356339,-0.270248413,0.1233,0.447971997
1CGI-ti-itw-107w,0,0.177,0.2,7.178,13.297,4,1CGI,-156.2733,-380.21,-11.471,-45.131,4.714,-0.2291,-90.89,1.495676,1.737373471,-0.862965703,0.5826,0.547049692
1CGI-cm-it0-8868,0,0.018,0,16.262,39.405,4,1CGI,-39.27432,-41.0023,-0.462,2.262,-1.41,-0.0534,0.81,0.019811,-1.477810979,1.844721794,0.3961,0.01214884
1CGI-ranair-it0-7659,0,0.058,0,10.196,20.129,4,1CGI,-23.10899,-1.38221,9.541,-0.037,-3.044,-0.0313,-12.85,0.175245,-0.219534978,1.296664953,0.3886,0.023900957
1CGI-ranair-it0-1617,0,0.017,0,15.059,41.204,4,1CGI,-13.22023,-2.22973,10.504,9.693,-0.095,0.0034,20.43,-0.029998,-1.081467748,1.787367821,0.1575,0.018027406
1CGI-ranair-it0-5144,0,0.011,0,19.806,51.841,4,1CGI,-26.37087,62.6842,5.287,0.259,-3.556,-0.0261,-12.18,-0.01744,-1.08212769,1.889400721,0.2286,0.01208472
1CGI-cm-it0-5727,0,0.049,0.024,11.409,24.508,4,1CGI,-61.32749,-107.358,6.73,-18.173,1.805,-0.1269,-11.32,0.516419,0.127385423,1.863011479,0.3309,0.087383411
1CGI-cm-it0-9759,0,0.02,0,13.039,38.614,4,1CGI,-33.6662,-67.267,-0.257,-5.262,-0.852,-0.0576,13.31,0.297969,-2.519504786,1.346537113,0.1018,0.015996442
1CGI-ranair-it0-7818,0,0.024,0,14.066,33.547,4,1CGI,-29.83573,80.4004,14.847,-8.607,-1.815,-0.0762,-22.71,0.433123,0.01204958,1.580792427,0.2367,0.121310896
1CGI-ranair-it0-6494,0,0.05,0,10.095,22.195,4,1CGI,-45.99975,-24.3226,10.807,2.79,-1.326,0.0285,2.83,0.13763,0.186358556,1.95495069,0.1248,0.05590215
1CGI-cm-it0-3432,0,0.039,0,9.037,27.165,4,1CGI,-35.6132,-37.9201,-1.489,-5.341,0.121,-0.2043,11.15,0.23637,-0.006732622,-0.088837743,0.1287,0.011552936
1CGI-cm-it0-8593,0,0.119,0.024,6.013,13.79,4,1CGI,-32.09256,-85.7649,-0.752,0.895,2.468,-0.0298,17.28,0.531042,0.28892073,1.75080514,0.1625,0.026389728
1CGI-ranair-it0-3131,0,0.014,0,16.86,44.642,4,1CGI,-33.87674,-11.1793,0.38,6.885,-1.07,-0.0915,-8.29,0.263951,-0.890622497,1.942723036,0.234,0.006894934
