PDB,seqid,classification,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,dMaSIF,DeepRank-GNN,PIsToN
T40_1614,98.2,incorrect,T40,0,-59.7636,368.096,113.625,9.482,-8.5,0.252,-32.42,0.398061,0.2617,-1.501232386,0.000942976,-0.042506099
T40_1615,100,acceptable,T40,1,-51.589332,-15.0584,34.844,-8.615,1.052,-0.1596,-17.82,0.585335,0.2274,0.032011434,0.003308063,1.813631177
T40_1616,100,high,T40,1,-94.293,-235.838,-6.504,-23.262,9.125,-0.3249,-48.01,1.148165,0.2976,0.467352033,0.268012792,-0.081394196
T40_1617,100,incorrect,T40,0,-45.06721,141.375,120.404,16.668,-5.572,-0.093,-23.98,1.096243,0.2274,-0.175665349,0.006923722,1.822622061
T40_1619,100,incorrect,T40,0,-34.03848,10.028,56.982,-14.864,5.506,-0.1714,-32.56,0.686072,0.2274,-0.851735592,0.105546087,1.403300047
T40_162,100,"clashes,incorrect",T40,0,89.83785999999999,36.6629,52.389,-18.234,-7.993,0.3033,-204.51,1.94537,0.6197,-1.416346073,0.007147507,-1.86088407
T40_1620,100,incorrect,T40,0,-54.9567,-72.8211,18.218,-18.476,4.273,0.0268,-75.24,0.816218,0.242,0.470670313,0.004396675,-0.447563171
T40_1622,100,incorrect,T40,0,-43.224354,353.12,246.803,-2.493,7.843,-0.134,-62.14,0.615225,0.319,-1.31887114,-0.240922377,1.318671465
T40_1623,100,incorrect,T40,0,-57.15022,-118.197,45.192,-14.85,9.142,-0.0988,-46.61,1.004473,0.2274,-0.184603602,0.045751583,0.614054918
T40_1624,100,incorrect,T40,0,-64.04312,95.4104,106.846,-8.684,7.24,-0.2918,-34.15,1.087663,0.3214,-0.435944557,0.006014676,1.696379423
T40_1625,100,acceptable,T40,1,-120.29549,-250.925,-8.429,-11.986,3.209,-0.2733,-58.92,1.973529,0.2274,-0.085761786,0.00869376,-1.706209421
T40_1626,100,incorrect,T40,0,-20.10943,-80.9138,0.483,-5.815,-2.433,-0.0678,-8.82,0.398116,0.2874,-1.680296302,0.003560849,1.58702755
T40_1627,100,acceptable,T40,1,-131.151581,-288.26,-11.095,-8.465,1.787,-0.3422,-80.06,1.790018,0.2274,-0.069959022,0.010279951,-1.845385551
T40_1628,100,incorrect,T40,0,-57.65884,230.309,129.998,-22.535,5.434,-0.2215,-37.45,0.572579,0.2274,0.05807725,0.008281382,1.087248564
T40_1629,100,incorrect,T40,0,-43.61764,213.791,115.298,-1.227,-5.207,0.0086,-47.04,0.813142,0.2274,-0.14442946,0.005858425,0.826407671
T40_163,100,incorrect,T40,0,-27.008348,420.138,148.048,-1.452,-2.183,0.1015,-42.65,0.231903,0.51,-1.849121451,0.009586764,1.044961333
T40_1630,98.2,incorrect,T40,0,1486.2630299999998,127.035,53.55,-13.301,5.329,-0.2584,-53.46,0.963791,0.6179,-0.550011873,0.026120976,-0.529464602
T40_1631,100,incorrect,T40,0,-79.4547,-46.9875,27.796,-16.201,3.188,-0.0936,-33.8,0.743074,0.3268,-0.210754141,0.005999375,1.539484024
T40_1632,100,incorrect,T40,0,-67.13146,1618.52,526.248,-3.5,-2.862,-0.122,-52.43,0.608074,0.2896,-0.536057413,0.00670106,0.87211585
T40_1633,100,incorrect,T40,0,-74.9641,-16.8309,32.688,-7.751,3.277,-0.1519,-24.7,1.29572,0.3134,-0.019684188,0.088186935,1.552829742
T40_1634,98.2,"clashes,high",T40,1,-80.6152,1618.27,506.031,-5.595,10.449,-0.412,-125.02,1.387147,0.2946,-0.233360365,0.17282708,-0.388726354
T40_1635,99.4,incorrect,T40,0,-25.564626,439.917,178.415,-1.476,2.601,-0.0199,-1.66,0.311188,0.2274,0.04341694,0.026487418,1.912018299
T40_1636,100,incorrect,T40,0,-87.3793,-216.777,-4.164,-22.119,7.766,-0.1912,-18.29,0.980911,0.2358,1.938831568,0.011860498,1.376375794
T40_1639,100,incorrect,T40,0,-117.2755,-223.921,-3.031,-32.199,8.438,-0.344,-29.6,0.975296,0.2482,0.873904288,0.010279951,0.630016625
T40_164,100,acceptable,T40,1,-124.37408,-280.157,-10.117,-7.364,1.984,-0.3516,-67.46,1.733895,0.2274,0.254877895,0.010279951,-1.749295473
T40_1640,100,incorrect,T40,0,-72.77841,-34.9024,31.816,-13.056,-2.015,-0.3488,-30.61,0.903139,0.2274,-0.735943794,0.011214538,1.626569986
T40_1641,100,incorrect,T40,0,-130.4188,-325.336,-3.831,-38.021,6.701,-0.4807,-60.74,1.253009,0.2373,0.794838488,0.010279951,-0.418945432
T40_1642,100,high,T40,1,-106.13242,-233.744,-6.763,-34.921,8.253,-0.4192,-69.22,1.296082,0.2918,1.708147764,0.244295105,0.467964888
T40_1643,100,incorrect,T40,0,-49.91122,1051.41,346.304,-27.607,7.876,-0.3252,-47.06,0.407082,0.2469,-0.053117592,0.010261268,1.878628731
T40_1644,98.2,high,T40,1,-91.10832,-168.004,-5.414,-23.497,8.857,-0.3177,-46.29,0.959925,0.2605,1.089547396,0.050168801,0.105293632
T40_1646,100,incorrect,T40,0,-89.95708,-171.472,-3.208,-24.992,7.199,-0.2697,-6.67,0.820684,0.2331,1.375557899,0.010279951,1.470535278
T40_1647,100,medium,T40,1,-168.4245,-358.386,-12.25,-36.014,3.738,-0.289,-93.13,1.925954,0.2274,0.142674699,0.022091297,-1.826500058
T40_1648,100,incorrect,T40,0,-49.44583,225.822,74.378,-5.472,-1.72,0.0668,-21.39,0.486632,0.2606,-0.811551034,0.007336326,1.341565371
T40_1649,100,incorrect,T40,0,-76.87502,137.698,97.5,-4.108,2.128,-0.193,-45.7,0.951887,0.2776,-1.64711678,-0.028482728,1.223965406
T40_165,99.4,incorrect,T40,0,-25.04064,545.289,139.63,-6.377,2.605,-0.1465,-16.65,0.313347,0.2274,0.125551328,0.005368787,1.112540007
T40_1651,100,incorrect,T40,0,-58.97199,338.478,152.629,-5.721,-1.102,-0.0413,-58.21,0.449607,0.3302,-2.718543053,-0.03656327,-0.27953887
T40_1652,100,incorrect,T40,0,-90.87881,327.754,126.044,-7.754,1.76,0.0408,-50.53,1.154059,0.4167,-0.339226842,0.02453481,-0.011066914
T40_1653,100,incorrect,T40,0,-132.6204,-324.853,-7.541,-37.135,6.729,-0.4079,-49.08,1.164766,0.2498,0.926835954,0.092890628,-0.041815519
T40_1654,100,incorrect,T40,0,-64.1892,-75.4099,54.842,-18.993,4.808,-0.2072,-19.52,1.214735,0.2274,0.09291032,0.008294539,1.909726024
T40_1655,100,medium,T40,1,-156.82461,-333.243,-12.258,-26.697,2.702,-0.2545,-87.78,2.025563,0.2274,-0.180543542,0.016438393,-1.833225727
T40_1656,100,acceptable,T40,1,-95.92464,-99.7549,49.098,-6.11,5.088,-0.1735,-66.88,1.261286,0.2274,0.073253252,0.006614592,0.336515903
T40_1658,98.2,"clashes,incorrect",T40,0,-87.34009,1178.45,325.004,14.576,-2.228,0.0031,-61.62,0.626435,0.2274,-0.526448429,0.010279951,0.231552482
T40_166,100,incorrect,T40,0,-17.985299,-63.9641,4.87,-12.272,5.706,0.0226,-9.58,0.175569,0.2274,-0.02392148,0.004784993,1.636481404
T40_1660,100,incorrect,T40,0,-44.40319,559.264,261.798,-8.381,5.314,-0.2494,-42.44,0.737913,0.2762,-0.634622455,0.00634764,1.478395224
T40_1661,100,incorrect,T40,0,-114.3534,-267.779,-6.261,-28.715,8.969,-0.315,-27.51,1.069307,0.2781,1.662135482,0.018941717,0.611093163
T40_1662,100,incorrect,T40,0,-39.05292,-66.3027,-1.127,-4.879,-0.098,-0.0463,0.51,0.384487,0.2303,-0.575846434,0.007011569,1.950160146
T40_1663,100,high,T40,1,-108.42154,-203.2,-8.601,-15.065,2.934,-0.2403,-65.02,1.550842,0.2274,0.658542037,0.028659906,-0.287340641
T40_1664,98.2,medium,T40,1,-76.09101,1103.49,492.965,0.924,1.392,-0.3332,-79.89,1.151278,0.2274,0.045366079,0.005377496,-0.761464775
T40_1665,100,incorrect,T40,0,-48.216728,84.4159,28.961,-7.765,1.385,-0.2281,-38.09,0.511158,0.3277,-0.406371087,0.005195182,1.498274446
T40_1666,99.4,incorrect,T40,0,-43.00162,-33.4644,35.746,-18.185,5.232,-0.2548,-11.67,0.538411,0.2274,0.293306381,0.021169964,1.408354759
T40_1667,100,incorrect,T40,0,-34.70149,388.49,172.716,-9.135,2.401,-0.3107,-36.85,0.691956,0.3401,0.368521959,0.004967888,1.494582891
T40_1671,100,incorrect,T40,0,-55.31958,84.6643,36.38,-1.878,-2.013,-0.0582,-21.28,0.373056,0.3002,-2.885550976,-0.05458368,1.806634068
T40_1673,100,incorrect,T40,0,-77.97768,62.8336,78.401,-18.457,2.713,-0.2371,-56.12,0.669534,0.2274,0.341152996,-0.255981714,-0.006175995
T40_1674,100,incorrect,T40,0,-48.29518,153.166,24.726,-13.665,-4.262,-0.1242,-11.28,0.422057,0.2873,-1.365183473,0.008165916,1.428224564
T40_1675,100,medium,T40,1,-149.7531,-307.463,-11.738,-22.615,1.973,-0.2666,-86.46,1.999578,0.2274,-0.082703546,0.015353329,-1.742279768
T40_1676,100,incorrect,T40,0,-35.51788,-89.7382,9.38,-10.454,1.94,-0.0688,-14.09,0.581942,0.2274,-0.685533106,0.007745682,1.418536663
T40_1677,100,incorrect,T40,0,-61.90136,-167.39,1.465,-8.536,2.13,-0.1084,-21.34,0.945593,0.3161,-0.521961153,0.021696843,0.926286936
T40_1678,100,incorrect,T40,0,-48.06525,1190.93,258.834,7.446,-3.924,0.1623,-68.32,0.682422,0.2274,-1.15071559,0.145536661,0.50510633
T40_1679,100,incorrect,T40,0,-82.40734,65.0554,61.395,-10.581,3.851,-0.2783,-17.26,1.09285,0.3063,-0.181054279,0.092513211,0.789806128
T40_168,98.2,incorrect,T40,0,-71.745724,-131.007,-3.42,-13.118,-3.947,-0.1386,-22.42,0.57404,0.2919,0.274398029,0.001678722,1.683972478
T40_1680,100,high,T40,1,-113.4841,-201.93,-10.157,-27.38,3.477,-0.5167,-64.82,1.357045,0.2274,0.73426491,0.001905847,-1.219293833
T40_1681,100,incorrect,T40,0,-24.56987,567.464,284.136,-18.197,3.265,-0.3026,-34.7,0.40109,0.2274,-1.640492916,0.032281153,1.90256083
T40_1682,100,incorrect,T40,0,-46.60415,-174.641,10.323,-14.448,0.07,-0.0184,-125.21,2.019219,0.2348,0.245024934,0.002355796,-1.808667064
T40_1683,100,incorrect,T40,0,-66.6387,-87.1945,-3.578,-14.167,-6.444,-0.0574,-13.56,0.536685,0.3483,-1.354140639,0.059715904,-0.035834551
T40_1684,100,high,T40,1,-99.75192,-179.601,-8.514,-19.686,4.171,-0.2144,-70.45,1.409116,0.2274,0.343866378,0.002374544,-1.210374832
T40_1685,100,incorrect,T40,0,-51.91908,-106.951,40.447,-15.153,6.81,-0.1859,-31.16,0.845723,0.2274,0.092861027,0.008444486,0.804280698
T40_1686,100,acceptable,T40,1,-82.75817,294.593,151.772,-8.64,6.955,-0.5768,-79.54,1.517752,0.2274,0.45594275,0.00937708,-0.888463199
T40_1687,100,incorrect,T40,0,-52.56475,-29.7568,-2.271,-5.33,-5.038,-0.1149,-15.07,0.394538,0.2274,-0.848598361,0.006467742,1.816580296
T40_1688,100,acceptable,T40,1,-78.85919,760.002,304.883,-7.377,5.359,-0.6997,-103.51,1.615161,0.2274,0.104786113,0.028603073,-0.679249287
T40_1689,100,incorrect,T40,0,-77.68961,-38.1168,116.914,-16.077,7.169,-0.1844,-80.39,1.302038,0.3136,0.380810499,-0.273411244,-0.25796473
T40_169,100,incorrect,T40,0,-69.11307,66.4024,75.748,1.32,-0.314,-0.1137,-47.3,1.216056,0.2274,-0.546715975,0.007239098,0.231436849
T40_1690,100,incorrect,T40,0,-52.348546,-115.166,8.004,-28.57,7.945,-0.1736,-27.55,0.8491,0.2474,1.147160292,0.009382787,1.739786386
T40_1691,100,incorrect,T40,0,-57.6541,-22.5023,11.92,-3.61,-1.439,-0.152,-7.25,0.81938,0.2274,-0.362628669,0.004868652,1.952700257
T40_1692,100,incorrect,T40,0,-80.87664,-91.0678,61.189,-8.785,3.574,-0.1839,-43.24,1.186425,0.2721,-0.90824163,0.010279951,0.971648216
T40_1693,100,high,T40,1,-99.93025,-142.838,-6.478,-14.117,5.393,-0.3652,-41.16,1.181224,0.2286,0.313295901,0.00797478,-1.658702374
T40_1694,100,medium,T40,1,-88.00404,-124.323,-4.944,-7.7,5.978,-0.237,-43.14,1.130581,0.2274,0.282973915,0.004337399,-0.010633588
T40_1695,98.2,incorrect,T40,0,-98.34574,-225.258,-6.23,-29.033,9.703,-0.3902,-25.23,0.945536,0.2482,1.35218358,0.014436306,0.099792004
T40_1696,100,incorrect,T40,0,-38.14946,-95.7153,16.867,-15.338,6.133,-0.2343,-37.8,0.492017,0.284,0.42305395,0.049027652,1.750530362
T40_1697,98.2,incorrect,T40,0,-47.2067,1205.65,478.25,31.498,0.889,-0.1228,-69.47,0.639187,0.2945,-1.970129132,-0.450192153,1.460276246
T40_1698,100,incorrect,T40,0,-35.04485,748.597,303.114,-4.744,-6.328,0.078,-54.07,0.32043,0.402,-1.754445553,0.003562805,0.548508406
T40_1699,100,medium,T40,1,-119.46522,-187.386,-8.227,-8.481,1.143,-0.3594,-59.54,1.246965,0.2321,-0.187858775,0.011230508,-1.562155008
T40_17,100,incorrect,T40,0,-90.36696,53.3429,112.268,-22.02,4.843,-0.1529,-34.83,0.920293,0.2661,0.173028007,0.02550419,0.785546303
T40_170,100,acceptable,T40,1,-81.66439,347.728,161.931,-11.089,4.877,-0.5622,-78.49,1.34629,0.2274,0.316056192,0.010445651,-1.216865301
T40_1700,99.4,incorrect,T40,0,-40.92379,354.945,187.413,-4.094,4.104,-0.1508,-58.01,0.586968,0.2315,0.402641445,0.0792211,1.169180274
T40_1703,100,incorrect,T40,0,-135.4708,-327.258,-8.433,-38.341,7.529,-0.4259,-55.91,1.159439,0.2495,0.621064901,0.027318679,-0.790317237
T40_1704,98.2,medium,T40,1,-94.21931,-151.055,-6.207,-10.939,1.854,-0.2884,-31.31,0.990306,0.2274,0.317495912,0.004555411,-1.252784491
T40_1706,100,incorrect,T40,0,-77.38672,-68.3003,37.622,-20.334,2.868,-0.2096,-44.01,0.870608,0.2444,0.351165593,0.005304352,1.428900957
T40_1707,100,incorrect,T40,0,-60.94131,-24.245,40.064,-22.522,-0.142,-0.1867,-33.89,0.726879,0.3847,-0.345790952,0.055991229,1.406928539
T40_1708,100,medium,T40,1,-93.36905,541.387,187.224,-2.72,3.555,-0.3215,-74.12,1.197869,0.2285,0.335565925,0.009979947,-0.181267619
T40_1709,98.2,medium,T40,1,-88.28402,-155.868,-5.23,-10.527,1.538,-0.1559,-28.75,0.970656,0.2274,0.42488721,0.004207013,-0.778574705
T40_1710,100,incorrect,T40,0,-65.77512,21.6891,42.695,-11.781,-4.661,0.0708,-24.41,0.75878,0.5188,-1.702038288,-0.009103713,0.743365407
T40_1711,100,incorrect,T40,0,-67.081854,-53.0312,7.66,-14.695,5.009,-0.1559,-7.46,0.649352,0.304,0.262769997,0.010279951,1.706720233
T40_1713,100,incorrect,T40,0,-60.74492,-39.8769,15.301,-14.058,-4.236,-0.1381,-14.29,0.637408,0.3795,-1.176610231,0.00914758,1.439207554
T40_1714,100,medium,T40,1,-79.85335,406.586,146.23,-10.627,4.178,-0.3284,-73.89,1.439373,0.2274,0.206160814,0.008267763,-0.359535933
T40_1715,100,incorrect,T40,0,-34.760764,-110.347,8.078,-28.402,7.828,-0.2695,-60.84,1.082987,0.2274,0.239342183,0.004698915,1.792804718
T40_1716,100,incorrect,T40,0,-70.45679,166.667,121.653,-11.657,5.811,-0.156,-59.74,0.824114,0.2978,0.017604116,-0.261126876,-0.013886452
T40_1717,98.2,acceptable,T40,1,-103.85913,-161.438,-5.867,-11.932,-0.342,-0.3328,-21.77,0.906215,0.2274,0.375448108,0.011308675,-0.049412966
T40_1718,100,incorrect,T40,0,-57.57103936,34.9471,72.997,-5.112,-3.959,-0.0818,-50.48,0.62455,0.349,-2.84628582,-0.033611018,0.749313772
T40_1719,98.2,incorrect,T40,0,-79.16294,251.179,85.746,-15.54,-2.544,-0.2429,-40.74,0.660709,0.3378,-1.384835243,0.03216308,0.236344337
T40_172,100,incorrect,T40,0,-49.6848,71.479,94.079,-6.398,6.845,-0.1826,-29.96,0.815001,0.2631,-0.66693145,0.012405668,0.937192082
T40_1720,98.2,incorrect,T40,0,-89.34447,-148.451,9.48,-15.915,3.797,-0.3309,-31.6,1.166562,0.2905,0.091804713,0.161336184,0.88052243
T40_1722,100,incorrect,T40,0,-85.3016,-206.208,-4.078,-19.818,6.207,-0.346,-4.81,0.903148,0.2642,0.444380671,0.010279951,1.272335529
T40_1723,100,incorrect,T40,0,-72.46842,-195.998,-7.263,-28.434,2.58,-0.2285,-55.66,1.119842,0.2314,1.107962012,0.004777048,0.065024137
T40_1724,100,"clashes,incorrect",T40,0,76.59315,85.0491,24.374,-12.332,-0.781,0.107,-115.27,1.582481,0.3969,-1.522223949,0.00427986,-1.860753894
T40_1725,100,incorrect,T40,0,-74.7729,-53.9745,48.276,-15.149,5.283,-0.1448,-47.22,1.255941,0.2274,-0.817123711,0.00812047,1.454439878
T40_1726,98.2,incorrect,T40,0,-38.80918,1434.8,297.356,15.133,-5.944,-0.0913,-38.69,0.303204,0.2274,-1.229385138,0.009757992,0.716707885
T40_1727,100,"clashes,incorrect",T40,0,-68.787555,1888.41,615.995,-2.406,0.257,-0.1425,-57.46,0.378675,0.5767,-0.782490969,0.01598246,1.231987238
T40_1728,100,incorrect,T40,0,-52.7655,958.576,345.76,-21.819,7.102,-0.2101,-52.85,0.660677,0.2287,-0.37443006,0.006004182,1.932323813
T40_1729,98.2,incorrect,T40,0,-158.6424,-309.224,-9.982,-33.961,8.211,-0.3169,-80.62,1.576058,0.649,0.221103325,0.180551469,-1.610353827
T40_1730,100,incorrect,T40,0,-72.47647,-65.1914,-4.426,-13.072,5.081,-0.2895,-48.99,0.922458,0.2274,0.380064517,0.004781474,0.011046886
T40_1731,100,high,T40,1,-91.14978,-19.5102,57.261,-11.764,2.416,-0.1459,-76.07,1.467391,0.2274,-0.023983052,0.01376966,-1.650640607
T40_1732,100,incorrect,T40,0,-33.45743,1410.14,282.493,14.912,-1.999,0.0059,-34.36,1.147836,0.2274,-1.791168213,0.06507358,1.745946169
T40_1734,100,incorrect,T40,0,-32.42923,122.483,47.792,-4.706,3.725,-0.1726,-26.72,0.54305,0.2512,0.081948936,0.103912532,0.847784221
T40_1735,100,incorrect,T40,0,-65.40655,-147.229,-1.975,-21.168,1.963,-0.1697,-54.02,0.972294,0.2274,-0.053567037,0.003855339,0.159634948
T40_1736,100,incorrect,T40,0,-119.2388,-259.088,-6.276,-32.037,9.835,-0.3262,-31.95,1.074442,0.2722,1.420110345,0.022757974,0.612805367
T40_1737,100,incorrect,T40,0,-94.72598,-34.5652,22.225,-19.303,-2.59,0.0084,-21.93,1.199378,0.2349,-0.41075933,0.008807399,1.847131729
T40_1738,100,incorrect,T40,0,-54.42324,-139.469,15.292,-20.114,4.803,-0.1459,-24.91,1.092522,0.2274,0.545526445,0.011339677,1.445825577
T40_1739,100,incorrect,T40,0,-68.76267,-25.4572,-0.013,-24.167,-7.582,-0.1071,-8.14,0.474736,0.3887,-1.7906847,0.026272412,-0.080075383
T40_174,100,incorrect,T40,0,-47.19284,157.76,140.004,12.666,1.178,0.0681,-40.55,0.653066,0.2622,-0.398072809,0.009629637,1.499513268
T40_1741,100,"clashes,incorrect",T40,0,28.3568,-58.3413,37.112,-8.645,10.852,-0.1015,-156.59,1.963504,0.2378,0.465595484,0.013080837,-1.717875361
T40_1742,100,incorrect,T40,0,-73.51728,-170.302,-6.985,-18.626,7.485,-0.2705,-33.93,0.902534,0.2905,0.867299914,0.064103134,1.2750808
T40_1743,100,"clashes,incorrect",T40,0,-70.71446,3318.17,624.064,-4.983,-3.214,0.1107,-53.09,0.23239,0.6611,-1.142772079,0.010355823,0.553221703
T40_1744,100,medium,T40,1,-82.128304,-157.335,-4.391,-6.244,2.552,-0.3478,-41.21,0.927983,0.2295,0.761346102,0.007744437,-1.354696393
T40_1745,100,incorrect,T40,0,-53.12162,-36.9692,73.119,-28.862,6.636,-0.1341,-21.69,0.66854,0.2581,0.060506485,0.029722683,1.834512234
T40_1747,100,incorrect,T40,0,-105.11062,-223.688,-6.68,-27.597,7.664,-0.3056,-33.73,0.988857,0.2439,0.404358,0.015288443,0.773256958
T40_1748,100,incorrect,T40,0,-66.5891,-204.61,-4.274,-16.082,6.444,-0.2737,-42.58,0.963788,0.2274,0.785864711,0.003700768,-0.242560983
T40_1749,100,incorrect,T40,0,-78.72253,7.50506,68.473,-17.617,-3.436,-0.0904,-49.6,1.088252,0.3022,-0.057260696,0.083705239,0.497638583
T40_175,100,incorrect,T40,0,-67.1539,582.067,99.652,15.287,-10.247,0.1,-31.69,0.038541,0.3556,-1.756790519,0.10811235,-0.005603909
T40_1750,100,"clashes,incorrect",T40,0,-73.6822,2284.6,649.014,-17.676,1.786,-0.3196,-102.64,0.663635,0.2692,-0.535045564,0.010978862,1.63103497
T40_1751,100,incorrect,T40,0,-56.79705,-98.1913,-4.598,-11.707,-2.818,-0.092,-21.68,0.568192,0.2274,-0.887603104,0.010279951,-0.066003919
T40_1752,100,acceptable,T40,1,-125.79056,-268.775,-9.583,-8.83,0.704,-0.4238,-75.66,1.685548,0.2274,0.112005264,0.009240252,-1.721632361
T40_1753,100,incorrect,T40,0,-63.40062,-142.061,-3.21,-20.954,5.375,-0.1268,-35.72,0.852807,0.2274,0.499889523,0.004622927,1.748124003
T40_1754,98.2,incorrect,T40,0,-93.94078,-163.698,-2.941,-17.791,4.744,-0.1698,-19.68,0.975041,0.2274,0.55441016,0.008863459,0.065539956
T40_1755,100,incorrect,T40,0,-52.98622,215.723,129.266,19.874,-7.752,-0.0832,-50.3,0.876807,0.2308,-1.580093145,0.009480669,1.029709339
T40_1758,100,medium,T40,1,-163.640926,-368.874,-12.871,-19.922,-2.37,-0.3333,-94.67,2.114244,0.2274,-0.462446153,0.026592657,-1.878325343
T40_176,100,incorrect,T40,0,-42.77949,195.675,47.136,20.134,1.686,0.0539,-26.54,0.925647,0.2466,0.111665353,0.009650703,1.865822554
T40_1760,100,high,T40,1,-114.51231,-176.645,-8.734,-18.43,4.153,-0.3892,-60.91,1.353082,0.2274,0.890604258,0.007599935,-0.82292074
T40_1761,100,incorrect,T40,0,-28.26927,507.476,242.087,-2.058,0.72,-0.0122,-47.52,0.311358,0.3211,-0.909715295,0.006038615,1.055537462
T40_1762,98.2,medium,T40,1,-85.15633,461.427,202.319,-12.409,4.744,-0.5433,-85.86,1.539845,0.2274,0.105837926,0.011152629,-1.29245615
T40_1763,100,incorrect,T40,0,-31.192802,317.933,163.795,-20.864,4.608,-0.1551,-22.59,0.517979,0.2764,-1.184423327,0.018343244,1.697834134
T40_1764,100,acceptable,T40,1,-121.49143,-104.382,-9.622,-10.829,1.992,-0.4874,-58.62,1.477132,0.2274,0.373502225,0.016107315,-1.385447741
T40_1765,100,high,T40,1,-111.43174,-308.432,-8.808,-32.188,11.149,-0.3388,-66.18,1.438018,0.2906,0.957397699,0.2295793,-0.618394256
T40_1766,98.2,incorrect,T40,0,-23.473885,928.587,491.151,20.379,8.326,0.033,-52.11,0.855705,0.4689,-0.168939203,0.011835358,0.891547441
T40_1768,100,incorrect,T40,0,-81.0815,-87.4542,15.037,-21.197,4.138,-0.2042,-32.29,0.90737,0.2274,-0.595257282,0.018351819,1.720996261
T40_1769,100,"clashes,incorrect",T40,0,-73.9503,1514.51,404.546,2.641,-4.702,0.0235,-73.79,0.810811,0.2485,0.081754409,0.010279951,0.484018207
T40_177,100,incorrect,T40,0,-59.797119,-42.6186,11.137,-3.642,-3.362,-0.0493,-35.73,0.630122,0.2287,-1.168121576,0.00464527,-0.283294201
T40_1770,100,acceptable,T40,1,-35.30072,-70.7635,4.646,-5.86,1.309,-0.1961,-22.63,0.648657,0.2274,0.073535845,0.003074619,1.763589025
T40_1771,100,incorrect,T40,0,-36.23643,22.3941,33.765,10.091,-4.821,-0.0005,-31.28,0.583962,0.2274,-1.496184945,-0.002349479,1.176587939
T40_1772,100,"clashes,incorrect",T40,0,2072.38658,1711.13,557.384,-22.426,5.241,-0.2861,-81.94,0.55995,0.2274,0.798155665,0.039862718,1.100649357
T40_1773,100,incorrect,T40,0,-34.33192,-66.3368,18.878,-14.792,5.221,-0.2103,-29.52,0.611328,0.2761,-0.217799097,0.039245795,1.523553371
T40_1774,100,incorrect,T40,0,-79.19986,3.00883,50.539,-15.379,0.898,-0.072,-59.57,1.069904,0.2274,-0.299628705,0.041542534,-1.278790712
T40_1775,100,incorrect,T40,0,-48.69639,22.3101,74.153,8.588,3.76,-0.1958,-36.39,0.738028,0.2274,0.211051866,0.004165713,1.729128957
T40_1776,100,incorrect,T40,0,-44.32007,-66.5149,6.961,-18.3,-0.199,-0.0352,0.93,0.666943,0.332,-0.633511305,0.036482476,1.615553617
T40_1777,100,incorrect,T40,0,-63.64326,-98.5352,21.983,-13.031,6.754,-0.1199,-30.81,0.647173,0.2274,-0.219893247,0.005292885,1.391400456
T40_1779,100,incorrect,T40,0,-72.03006,-105.643,51.692,-17.744,2.281,-0.2052,-56.08,1.130011,0.2809,0.454754561,0.016338851,0.223737359
T40_178,100,high,T40,1,-117.00888,-296.642,-8.687,-32.315,11.381,-0.3904,-66.94,1.419158,0.2887,1.215437293,0.320386887,-1.136845827
T40_1780,100,high,T40,1,-107.24764,-252.996,-6.653,-29.496,8.113,-0.4081,-57.09,1.327005,0.2967,1.150440574,0.086891502,0.016717315
T40_1781,99.4,incorrect,T40,0,-36.1326,135.884,61.841,-3.384,4.356,-0.2212,-10.19,0.603242,0.2274,0.457630575,0.00385938,1.196843147
T40_1782,100,incorrect,T40,0,-75.73752,1090.97,359.369,-21.499,0.347,-0.0155,-72.6,0.73605,0.593,-0.317330569,0.023160756,-0.373456836
T40_1783,100,"clashes,incorrect",T40,0,-64.41069,1747.97,672.385,12.06,-1.801,-0.2395,-75.22,0.451484,0.2313,0.239240438,0.010279951,1.212418795
T40_1784,100,incorrect,T40,0,-82.63414,121.781,128.345,-19.581,5.216,-0.0105,-40.89,0.854956,0.2274,-1.032819152,0.110507742,1.171348095
T40_1785,100,medium,T40,1,-85.75686,-263.319,-7.111,-32.417,10.906,-0.1873,-62.6,1.231262,0.2636,0.615960538,0.005092421,-0.014060974
